index,timestamp,minute,second,team,player,play_pattern,type,possession,shot_type,,,player,play_pattern,type,combination,Area on the pitch 
1934,07:39.4,52,39,Croatia,Ante Rebić,Regular Play,Pressure,95,,,,Ante Rebić,Regular Play,Pressure,,
1935,07:39.7,52,39,Denmark,Thomas Delaney,Regular Play,Ball Receipt*,95,,,,Thomas Delaney,Regular Play,Ball Receipt*,,
1936,07:39.7,52,39,Denmark,Thomas Delaney,Regular Play,Carry,95,,,,Thomas Delaney,Regular Play,Carry,,
1937,07:40.2,52,40,Denmark,Thomas Delaney,Regular Play,Pass,95,,,,Thomas Delaney,Regular Play,Pass,,
1938,07:41.0,52,40,Croatia,Ante Rebić,Regular Play,Pressure,95,,,,Ante Rebić,Regular Play,Pressure,,
1939,07:41.0,52,40,Denmark,Yussuf Yurary Poulsen,Regular Play,Ball Receipt*,95,,,,Yussuf Yurary Poulsen,Regular Play,Ball Receipt*,,
1940,07:41.0,52,40,Denmark,Yussuf Yurary Poulsen,Regular Play,Carry,95,,,,Yussuf Yurary Poulsen,Regular Play,Carry,,
1941,07:42.1,52,42,Croatia,Ante Rebić,Regular Play,Dribbled Past,95,,,,Ante Rebić,Regular Play,Dribbled Past,,
1942,07:42.1,52,42,Denmark,Yussuf Yurary Poulsen,Regular Play,Dribble,95,,,,Yussuf Yurary Poulsen,Regular Play,Dribble,,
1943,07:42.1,52,42,Denmark,Yussuf Yurary Poulsen,Regular Play,Carry,95,,,,Yussuf Yurary Poulsen,Regular Play,Carry,,
1944,07:42.5,52,42,Denmark,Thomas Delaney,Regular Play,Ball Recovery,95,,,,Thomas Delaney,Regular Play,Ball Recovery,,
1945,07:42.5,52,42,Denmark,Thomas Delaney,Regular Play,Carry,95,,,,Thomas Delaney,Regular Play,Carry,,
1946,07:42.6,52,42,Croatia,Ivan Rakitić,Regular Play,Pressure,95,,,,Ivan Rakitić,Regular Play,Pressure,,
1947,07:43.9,52,43,Denmark,Thomas Delaney,Regular Play,Pass,95,,,,Thomas Delaney,Regular Play,Pass,,
1948,07:45.1,52,45,Denmark,Simon Thorup Kjær,Regular Play,Ball Receipt*,95,,,,Simon Thorup Kjær,Regular Play,Ball Receipt*,,
1949,07:45.1,52,45,Denmark,Simon Thorup Kjær,Regular Play,Carry,95,,,,Simon Thorup Kjær,Regular Play,Carry,,
1950,07:46.8,52,46,Denmark,Simon Thorup Kjær,Regular Play,Pass,95,,,,Simon Thorup Kjær,Regular Play,Pass,,
1951,07:48.5,52,48,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Ball Receipt*,95,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Ball Receipt*,,
1952,07:48.5,52,48,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Carry,95,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Carry,,
1953,07:49.6,52,49,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Pass,95,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Pass,,
1954,07:51.3,52,51,Denmark,Jonas Knudsen,Regular Play,Ball Receipt*,95,,,,Jonas Knudsen,Regular Play,Ball Receipt*,,
1955,07:51.3,52,51,Denmark,Jonas Knudsen,Regular Play,Carry,95,,,,Jonas Knudsen,Regular Play,Carry,,
1956,07:53.0,52,53,Denmark,Jonas Knudsen,Regular Play,Pass,95,,,,Jonas Knudsen,Regular Play,Pass,,
1957,07:53.8,52,53,Croatia,Marcelo Brozović,Regular Play,Pressure,95,,,,Marcelo Brozović,Regular Play,Pressure,,
1958,07:54.2,52,54,Denmark,Christian Dannemann Eriksen,Regular Play,Ball Receipt*,95,,,,Christian Dannemann Eriksen,Regular Play,Ball Receipt*,,
1959,07:54.2,52,54,Denmark,Christian Dannemann Eriksen,Regular Play,Carry,95,,,,Christian Dannemann Eriksen,Regular Play,Carry,,
1960,07:55.7,52,55,Croatia,Šime Vrsaljko,Regular Play,Pressure,95,,,,Šime Vrsaljko,Regular Play,Pressure,,
1961,07:56.4,52,56,Denmark,Christian Dannemann Eriksen,Regular Play,Pass,95,,,,Christian Dannemann Eriksen,Regular Play,Pass,,
1962,07:57.2,52,57,Denmark,Martin Braithwaite Christensen,Regular Play,Ball Receipt*,95,,,,Martin Braithwaite Christensen,Regular Play,Ball Receipt*,,
1963,07:57.2,52,57,Denmark,Martin Braithwaite Christensen,Regular Play,Carry,95,,,,Martin Braithwaite Christensen,Regular Play,Carry,,
1964,07:57.6,52,57,Denmark,Martin Braithwaite Christensen,Regular Play,Pass,95,,,,Martin Braithwaite Christensen,Regular Play,Pass,,
1965,08:00.8,53,0,Denmark,Jonas Knudsen,Regular Play,Ball Receipt*,95,,,,Jonas Knudsen,Regular Play,Ball Receipt*,,
1966,08:00.8,53,0,Croatia,Ivan Perišić,Regular Play,Shield,95,,,,Ivan Perišić,Regular Play,Shield,,
1967,08:15.8,53,15,Croatia,,Regular Play,Camera On,96,,,,,Regular Play,Camera On,,
1968,08:16.0,53,16,Croatia,Dejan Lovren,Regular Play,Pass,96,,,,Dejan Lovren,Regular Play,Pass,,
1969,08:18.1,53,18,Croatia,Domagoj Vida,Regular Play,Ball Receipt*,96,,,,Domagoj Vida,Regular Play,Ball Receipt*,,
1970,08:18.1,53,18,Croatia,Domagoj Vida,Regular Play,Carry,96,,,,Domagoj Vida,Regular Play,Carry,,
1971,08:19.4,53,19,Croatia,Domagoj Vida,Regular Play,Pass,96,,,,Domagoj Vida,Regular Play,Pass,,
1972,08:20.0,53,19,Denmark,Thomas Delaney,Regular Play,Pressure,96,,,,Thomas Delaney,Regular Play,Pressure,,
1973,08:20.8,53,20,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,96,,,,Ivan Rakitić,Regular Play,Ball Receipt*,,
1974,08:20.8,53,20,Croatia,Ivan Rakitić,Regular Play,Pass,96,,,,Ivan Rakitić,Regular Play,Pass,,
1975,08:22.0,53,21,Croatia,Domagoj Vida,Regular Play,Ball Receipt*,96,,,,Domagoj Vida,Regular Play,Ball Receipt*,,
1976,08:22.0,53,21,Croatia,Domagoj Vida,Regular Play,Carry,96,,,,Domagoj Vida,Regular Play,Carry,,
1977,08:23.6,53,23,Croatia,Domagoj Vida,Regular Play,Pass,96,,,,Domagoj Vida,Regular Play,Pass,,
1978,08:26.2,53,26,Croatia,Ante Rebić,Regular Play,Ball Receipt*,96,,,,Ante Rebić,Regular Play,Ball Receipt*,,
1979,08:32.4,53,32,Denmark,Henrik Dalsgaard,From Throw In,Pass,97,,,,Henrik Dalsgaard,From Throw In,Pass,,
1980,08:34.1,53,34,Denmark,Simon Thorup Kjær,From Throw In,Ball Receipt*,97,,,,Simon Thorup Kjær,From Throw In,Ball Receipt*,,
1981,08:34.1,53,34,Denmark,Simon Thorup Kjær,From Throw In,Carry,97,,,,Simon Thorup Kjær,From Throw In,Carry,,
1982,08:35.3,53,35,Denmark,Simon Thorup Kjær,From Throw In,Pass,97,,,,Simon Thorup Kjær,From Throw In,Pass,,
1983,08:37.8,53,37,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,97,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,,
1984,08:37.8,53,37,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Carry,97,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Carry,,
1985,08:39.1,53,39,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,97,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,,
1986,08:40.3,53,40,Denmark,Jonas Knudsen,From Throw In,Ball Receipt*,97,,,,Jonas Knudsen,From Throw In,Ball Receipt*,,
1987,08:40.3,53,40,Denmark,Jonas Knudsen,From Throw In,Carry,97,,,,Jonas Knudsen,From Throw In,Carry,,
1988,08:41.4,53,41,Denmark,Jonas Knudsen,From Throw In,Pass,97,,,,Jonas Knudsen,From Throw In,Pass,,
1989,08:42.2,53,42,Denmark,Thomas Delaney,From Throw In,Ball Receipt*,97,,,,Thomas Delaney,From Throw In,Ball Receipt*,,
1990,08:42.2,53,42,Denmark,Thomas Delaney,From Throw In,Carry,97,,,,Thomas Delaney,From Throw In,Carry,,
1991,08:42.3,53,42,Denmark,Thomas Delaney,From Throw In,Pass,97,,,,Thomas Delaney,From Throw In,Pass,,
1992,08:43.8,53,43,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,97,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,,
1993,08:43.8,53,43,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Carry,97,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Carry,,
1994,08:45.5,53,45,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,97,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,,
1995,08:47.0,53,46,Denmark,Simon Thorup Kjær,From Throw In,Ball Receipt*,97,,,,Simon Thorup Kjær,From Throw In,Ball Receipt*,,
1996,08:47.0,53,46,Denmark,Simon Thorup Kjær,From Throw In,Carry,97,,,,Simon Thorup Kjær,From Throw In,Carry,,
1997,08:48.0,53,48,Denmark,Simon Thorup Kjær,From Throw In,Pass,97,,,,Simon Thorup Kjær,From Throw In,Pass,,
1998,08:49.4,53,49,Denmark,Lasse Schöne,From Throw In,Ball Receipt*,97,,,,Lasse Schöne,From Throw In,Ball Receipt*,,
1999,08:49.4,53,49,Denmark,Lasse Schöne,From Throw In,Carry,97,,,,Lasse Schöne,From Throw In,Carry,,
2000,08:51.2,53,51,Denmark,Lasse Schöne,From Throw In,Pass,97,,,,Lasse Schöne,From Throw In,Pass,,
2001,08:52.4,53,52,Denmark,Simon Thorup Kjær,From Throw In,Ball Receipt*,97,,,,Simon Thorup Kjær,From Throw In,Ball Receipt*,,
2002,08:52.4,53,52,Denmark,Simon Thorup Kjær,From Throw In,Carry,97,,,,Simon Thorup Kjær,From Throw In,Carry,,
2003,08:53.8,53,53,Denmark,Simon Thorup Kjær,From Throw In,Pass,97,,,,Simon Thorup Kjær,From Throw In,Pass,,
2004,08:55.1,53,55,Denmark,Thomas Delaney,From Throw In,Ball Receipt*,97,,,,Thomas Delaney,From Throw In,Ball Receipt*,,
2005,08:55.1,53,55,Denmark,Thomas Delaney,From Throw In,Carry,97,,,,Thomas Delaney,From Throw In,Carry,,
2006,08:56.1,53,56,Denmark,Thomas Delaney,From Throw In,Pass,97,,,,Thomas Delaney,From Throw In,Pass,,
2007,08:56.4,53,56,Croatia,Ante Rebić,From Throw In,Pressure,97,,,,Ante Rebić,From Throw In,Pressure,,
2008,08:57.1,53,57,Denmark,Christian Dannemann Eriksen,From Throw In,Ball Receipt*,97,,,,Christian Dannemann Eriksen,From Throw In,Ball Receipt*,,
2009,08:57.1,53,57,Denmark,Christian Dannemann Eriksen,From Throw In,Carry,97,,,,Christian Dannemann Eriksen,From Throw In,Carry,,
2010,08:57.3,53,57,Denmark,Christian Dannemann Eriksen,From Throw In,Pass,97,,,,Christian Dannemann Eriksen,From Throw In,Pass,,
2011,08:59.0,53,58,Denmark,Lasse Schöne,From Throw In,Ball Receipt*,97,,,,Lasse Schöne,From Throw In,Ball Receipt*,,
2012,08:59.0,53,58,Denmark,Lasse Schöne,From Throw In,Carry,97,,,,Lasse Schöne,From Throw In,Carry,,
2013,08:59.9,53,59,Croatia,Ivan Rakitić,From Throw In,Pressure,97,,,,Ivan Rakitić,From Throw In,Pressure,,
2014,09:00.6,54,0,Denmark,Lasse Schöne,From Throw In,Pass,97,,,,Lasse Schöne,From Throw In,Pass,,
2015,09:03.1,54,3,Denmark,Kasper Schmeichel,From Throw In,Ball Receipt*,97,,,,Kasper Schmeichel,From Throw In,Ball Receipt*,,
2016,09:03.1,54,3,Denmark,Kasper Schmeichel,From Throw In,Carry,97,,,,Kasper Schmeichel,From Throw In,Carry,,
2017,09:03.3,54,3,Denmark,Kasper Schmeichel,From Throw In,Pass,97,,,,Kasper Schmeichel,From Throw In,Pass,,
2018,09:05.5,54,5,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,97,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,,
2019,09:05.5,54,5,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Carry,97,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Carry,,
2020,09:09.1,54,9,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,97,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,,
2021,09:10.5,54,10,Denmark,Simon Thorup Kjær,From Throw In,Ball Receipt*,97,,,,Simon Thorup Kjær,From Throw In,Ball Receipt*,,
2022,09:10.5,54,10,Denmark,Simon Thorup Kjær,From Throw In,Carry,97,,,,Simon Thorup Kjær,From Throw In,Carry,,
2023,09:16.7,54,16,Denmark,Simon Thorup Kjær,From Throw In,Pass,97,,,,Simon Thorup Kjær,From Throw In,Pass,,
2024,09:18.3,54,18,Denmark,Lasse Schöne,From Throw In,Ball Receipt*,97,,,,Lasse Schöne,From Throw In,Ball Receipt*,,
2025,09:18.3,54,18,Denmark,Lasse Schöne,From Throw In,Carry,97,,,,Lasse Schöne,From Throw In,Carry,,
2026,09:20.0,54,20,Denmark,Lasse Schöne,From Throw In,Pass,97,,,,Lasse Schöne,From Throw In,Pass,,
2027,09:21.1,54,21,Denmark,Yussuf Yurary Poulsen,From Throw In,Ball Receipt*,97,,,,Yussuf Yurary Poulsen,From Throw In,Ball Receipt*,,
2028,09:21.1,54,21,Denmark,Yussuf Yurary Poulsen,From Throw In,Carry,97,,,,Yussuf Yurary Poulsen,From Throw In,Carry,,
2029,09:21.7,54,21,Denmark,Yussuf Yurary Poulsen,From Throw In,Miscontrol,97,,,,Yussuf Yurary Poulsen,From Throw In,Miscontrol,,
2030,09:22.2,54,22,Denmark,Yussuf Yurary Poulsen,From Throw In,Foul Committed,97,,,,Yussuf Yurary Poulsen,From Throw In,Foul Committed,,
2031,09:22.2,54,22,Croatia,Marcelo Brozović,From Throw In,Foul Won,97,,,,Marcelo Brozović,From Throw In,Foul Won,,
2032,09:29.9,54,29,Croatia,,Regular Play,Camera On,98,,,,,Regular Play,Camera On,,
2033,09:30.7,54,30,Croatia,Domagoj Vida,Regular Play,Pass,98,,,,Domagoj Vida,Regular Play,Pass,,
2034,09:32.3,54,32,Croatia,Dejan Lovren,Regular Play,Ball Receipt*,98,,,,Dejan Lovren,Regular Play,Ball Receipt*,,
2035,09:32.3,54,32,Croatia,Dejan Lovren,Regular Play,Carry,98,,,,Dejan Lovren,Regular Play,Carry,,
2036,09:33.5,54,33,Croatia,Dejan Lovren,Regular Play,Pass,98,,,,Dejan Lovren,Regular Play,Pass,,
2037,09:35.2,54,35,Croatia,Šime Vrsaljko,Regular Play,Ball Receipt*,98,,,,Šime Vrsaljko,Regular Play,Ball Receipt*,,
2038,09:35.2,54,35,Croatia,Šime Vrsaljko,Regular Play,Carry,98,,,,Šime Vrsaljko,Regular Play,Carry,,
2039,09:37.2,54,37,Croatia,Šime Vrsaljko,Regular Play,Pass,98,,,,Šime Vrsaljko,Regular Play,Pass,,
2040,09:39.0,54,39,Croatia,Marcelo Brozović,Regular Play,Ball Receipt*,98,,,,Marcelo Brozović,Regular Play,Ball Receipt*,,
2041,09:39.0,54,39,Croatia,Marcelo Brozović,Regular Play,Carry,98,,,,Marcelo Brozović,Regular Play,Carry,,
2042,09:45.1,54,45,Croatia,Marcelo Brozović,Regular Play,Pass,98,,,,Marcelo Brozović,Regular Play,Pass,,
2043,09:46.2,54,46,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,98,,,,Ivan Rakitić,Regular Play,Ball Receipt*,,
2044,09:46.2,54,46,Croatia,Ivan Rakitić,Regular Play,Pass,98,,,,Ivan Rakitić,Regular Play,Pass,,
2045,09:47.4,54,47,Croatia,Luka Modrić,Regular Play,Ball Receipt*,98,,,,Luka Modrić,Regular Play,Ball Receipt*,,
2046,09:47.4,54,47,Croatia,Luka Modrić,Regular Play,Carry,98,,,,Luka Modrić,Regular Play,Carry,,
2047,09:49.4,54,49,Croatia,Luka Modrić,Regular Play,Pass,98,,,,Luka Modrić,Regular Play,Pass,,
2048,09:51.2,54,51,Croatia,Šime Vrsaljko,Regular Play,Ball Receipt*,98,,,,Šime Vrsaljko,Regular Play,Ball Receipt*,,
2049,09:51.2,54,51,Croatia,Šime Vrsaljko,Regular Play,Carry,98,,,,Šime Vrsaljko,Regular Play,Carry,,
2050,09:52.3,54,52,Denmark,Martin Braithwaite Christensen,Regular Play,Pressure,98,,,,Martin Braithwaite Christensen,Regular Play,Pressure,,
2051,09:53.2,54,53,Croatia,Šime Vrsaljko,Regular Play,Pass,98,,,,Šime Vrsaljko,Regular Play,Pass,,
2052,09:55.2,54,55,Croatia,Dejan Lovren,Regular Play,Ball Receipt*,98,,,,Dejan Lovren,Regular Play,Ball Receipt*,,
2053,09:55.2,54,55,Croatia,Dejan Lovren,Regular Play,Carry,98,,,,Dejan Lovren,Regular Play,Carry,,
2054,09:57.4,54,57,Denmark,Andreas Evald Cornelius,Regular Play,Pressure,98,,,,Andreas Evald Cornelius,Regular Play,Pressure,,
2055,09:58.4,54,58,Croatia,Dejan Lovren,Regular Play,Pass,98,,,,Dejan Lovren,Regular Play,Pass,,
2056,10:01.6,55,1,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Ball Recovery,98,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Ball Recovery,,
2057,10:01.6,55,1,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Carry,98,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Carry,,
2058,10:04.9,55,4,Croatia,Ivan Perišić,Regular Play,Pressure,98,,,,Ivan Perišić,Regular Play,Pressure,,
2059,10:06.0,55,5,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Pass,98,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Pass,,
2060,10:12.0,55,12,Croatia,Dejan Lovren,Regular Play,Pass,98,,,,Dejan Lovren,Regular Play,Pass,,
2061,10:14.0,55,14,Croatia,Danijel Subašić,Regular Play,Ball Receipt*,98,,,,Danijel Subašić,Regular Play,Ball Receipt*,,
2062,10:14.0,55,14,Croatia,Danijel Subašić,Regular Play,Carry,98,,,,Danijel Subašić,Regular Play,Carry,,
2063,10:14.5,55,14,Denmark,Christian Dannemann Eriksen,Regular Play,Pressure,98,,,,Christian Dannemann Eriksen,Regular Play,Pressure,,
2064,10:16.6,55,16,Croatia,Danijel Subašić,Regular Play,Pass,98,,,,Danijel Subašić,Regular Play,Pass,,
2065,10:19.6,55,19,Croatia,Ivan Strinić,Regular Play,Ball Receipt*,98,,,,Ivan Strinić,Regular Play,Ball Receipt*,,
2066,10:19.6,55,19,Croatia,Ivan Strinić,Regular Play,Carry,98,,,,Ivan Strinić,Regular Play,Carry,,
2067,10:20.2,55,20,Croatia,Ivan Strinić,Regular Play,Miscontrol,98,,,,Ivan Strinić,Regular Play,Miscontrol,,
2068,10:20.5,55,20,Denmark,Lasse Schöne,Regular Play,Ball Recovery,99,,,,Lasse Schöne,Regular Play,Ball Recovery,,
2069,10:20.5,55,20,Denmark,Lasse Schöne,Regular Play,Carry,99,,,,Lasse Schöne,Regular Play,Carry,,
2070,10:22.7,55,22,Denmark,Lasse Schöne,Regular Play,Pass,99,,,,Lasse Schöne,Regular Play,Pass,,
2071,10:23.2,55,23,Croatia,Ante Rebić,Regular Play,Pressure,99,,,,Ante Rebić,Regular Play,Pressure,,
2072,10:23.6,55,23,Denmark,Henrik Dalsgaard,Regular Play,Ball Receipt*,99,,,,Henrik Dalsgaard,Regular Play,Ball Receipt*,,
2073,10:23.6,55,23,Denmark,Henrik Dalsgaard,Regular Play,Carry,99,,,,Henrik Dalsgaard,Regular Play,Carry,,
2074,10:23.9,55,23,Denmark,Henrik Dalsgaard,Regular Play,Pass,99,,,,Henrik Dalsgaard,Regular Play,Pass,,
2075,10:25.1,55,25,Denmark,Yussuf Yurary Poulsen,Regular Play,Ball Receipt*,99,,,,Yussuf Yurary Poulsen,Regular Play,Ball Receipt*,,
2076,10:25.1,55,25,Denmark,Yussuf Yurary Poulsen,Regular Play,Carry,99,,,,Yussuf Yurary Poulsen,Regular Play,Carry,,
2077,10:30.1,55,30,Croatia,Marcelo Brozović,Regular Play,Pressure,99,,,,Marcelo Brozović,Regular Play,Pressure,,
2078,10:31.7,55,31,Denmark,Yussuf Yurary Poulsen,Regular Play,Pass,99,,,,Yussuf Yurary Poulsen,Regular Play,Pass,,
2079,10:32.3,55,32,Denmark,Christian Dannemann Eriksen,Regular Play,Ball Receipt*,99,,,,Christian Dannemann Eriksen,Regular Play,Ball Receipt*,,
2080,10:32.3,55,32,Croatia,Domagoj Vida,Regular Play,Interception,99,,,,Domagoj Vida,Regular Play,Interception,,
2081,10:34.3,55,34,Denmark,Martin Braithwaite Christensen,Regular Play,Ball Recovery,99,,,,Martin Braithwaite Christensen,Regular Play,Ball Recovery,,
2082,10:34.3,55,34,Denmark,Martin Braithwaite Christensen,Regular Play,Carry,99,,,,Martin Braithwaite Christensen,Regular Play,Carry,,
2083,10:34.9,55,34,Denmark,Martin Braithwaite Christensen,Regular Play,Shot,99,Open Play,,,Martin Braithwaite Christensen,Regular Play,Shot,,
2084,10:35.4,55,35,Croatia,Danijel Subašić,Regular Play,Goal Keeper,99,,,,Danijel Subašić,Regular Play,Goal Keeper,,
2085,11:07.3,56,7,Croatia,Danijel Subašić,From Goal Kick,Pass,100,,,,Danijel Subašić,From Goal Kick,Pass,,
2086,11:10.9,56,10,Croatia,Mario Mandžukić,From Goal Kick,Ball Receipt*,100,,,,Mario Mandžukić,From Goal Kick,Ball Receipt*,,
2087,11:10.9,56,10,Croatia,Mario Mandžukić,From Goal Kick,Duel,100,,,,Mario Mandžukić,From Goal Kick,Duel,,
2088,11:10.9,56,10,Denmark,Henrik Dalsgaard,From Goal Kick,Pass,100,,,,Henrik Dalsgaard,From Goal Kick,Pass,,
2089,11:18.8,56,18,Croatia,Ivan Strinić,From Throw In,Pass,101,,,,Ivan Strinić,From Throw In,Pass,,
2090,11:19.2,56,19,Denmark,Andreas Evald Cornelius,From Throw In,Pressure,101,,,,Andreas Evald Cornelius,From Throw In,Pressure,,
2091,11:19.8,56,19,Croatia,Marcelo Brozović,From Throw In,Ball Receipt*,101,,,,Marcelo Brozović,From Throw In,Ball Receipt*,,
2092,11:19.8,56,19,Croatia,Marcelo Brozović,From Throw In,Carry,101,,,,Marcelo Brozović,From Throw In,Carry,,
2093,11:19.9,56,19,Croatia,Marcelo Brozović,From Throw In,Pass,101,,,,Marcelo Brozović,From Throw In,Pass,,
2094,11:21.4,56,21,Croatia,Domagoj Vida,From Throw In,Ball Receipt*,101,,,,Domagoj Vida,From Throw In,Ball Receipt*,,
2095,11:21.4,56,21,Croatia,Domagoj Vida,From Throw In,Carry,101,,,,Domagoj Vida,From Throw In,Carry,,
2096,11:22.7,56,22,Croatia,Domagoj Vida,From Throw In,Pass,101,,,,Domagoj Vida,From Throw In,Pass,,
2097,11:24.0,56,24,Croatia,Dejan Lovren,From Throw In,Ball Receipt*,101,,,,Dejan Lovren,From Throw In,Ball Receipt*,,
2098,11:24.0,56,24,Croatia,Dejan Lovren,From Throw In,Carry,101,,,,Dejan Lovren,From Throw In,Carry,,
2099,11:25.7,56,25,Croatia,Dejan Lovren,From Throw In,Pass,101,,,,Dejan Lovren,From Throw In,Pass,,
2100,11:26.7,56,26,Croatia,Marcelo Brozović,From Throw In,Ball Receipt*,101,,,,Marcelo Brozović,From Throw In,Ball Receipt*,,
2101,11:26.7,56,26,Croatia,Marcelo Brozović,From Throw In,Carry,101,,,,Marcelo Brozović,From Throw In,Carry,,
2102,11:31.6,56,31,Croatia,Marcelo Brozović,From Throw In,Pass,101,,,,Marcelo Brozović,From Throw In,Pass,,
2103,11:32.9,56,32,Croatia,Luka Modrić,From Throw In,Ball Receipt*,101,,,,Luka Modrić,From Throw In,Ball Receipt*,,
2104,11:32.9,56,32,Denmark,Thomas Delaney,Regular Play,Pass,102,,,,Thomas Delaney,Regular Play,Pass,,
2105,11:34.4,56,34,Denmark,Lasse Schöne,Regular Play,Ball Receipt*,102,,,,Lasse Schöne,Regular Play,Ball Receipt*,,
2106,11:34.4,56,34,Denmark,Lasse Schöne,Regular Play,Pass,102,,,,Lasse Schöne,Regular Play,Pass,,
2107,11:34.8,56,34,Croatia,Luka Modrić,Regular Play,Pressure,102,,,,Luka Modrić,Regular Play,Pressure,,
2108,11:35.3,56,35,Denmark,Thomas Delaney,Regular Play,Ball Receipt*,102,,,,Thomas Delaney,Regular Play,Ball Receipt*,,
2109,11:35.3,56,35,Denmark,Thomas Delaney,Regular Play,Carry,102,,,,Thomas Delaney,Regular Play,Carry,,
2110,11:35.9,56,35,Croatia,Luka Modrić,Regular Play,Foul Committed,102,,,,Luka Modrić,Regular Play,Foul Committed,,
2111,11:35.9,56,35,Denmark,Thomas Delaney,Regular Play,Foul Won,102,,,,Thomas Delaney,Regular Play,Foul Won,,
2112,11:57.2,56,57,Denmark,Kasper Schmeichel,From Free Kick,Pass,103,,,,Kasper Schmeichel,From Free Kick,Pass,,
2113,12:00.3,57,0,Denmark,Henrik Dalsgaard,From Free Kick,Ball Receipt*,103,,,,Henrik Dalsgaard,From Free Kick,Ball Receipt*,,
2114,12:00.5,57,0,Denmark,Henrik Dalsgaard,From Free Kick,Pass,103,,,,Henrik Dalsgaard,From Free Kick,Pass,,
2115,12:01.1,57,1,Denmark,Yussuf Yurary Poulsen,From Free Kick,Ball Receipt*,103,,,,Yussuf Yurary Poulsen,From Free Kick,Ball Receipt*,,
2116,12:01.1,57,1,Croatia,Ivan Strinić,From Free Kick,Ball Recovery,103,,,,Ivan Strinić,From Free Kick,Ball Recovery,,
2117,12:02.4,57,2,Croatia,Ivan Strinić,From Free Kick,Pass,103,,,,Ivan Strinić,From Free Kick,Pass,,
2118,12:04.5,57,4,Croatia,Marcelo Brozović,From Free Kick,Ball Receipt*,103,,,,Marcelo Brozović,From Free Kick,Ball Receipt*,,
2119,12:04.5,57,4,Croatia,Marcelo Brozović,From Free Kick,Pass,103,,,,Marcelo Brozović,From Free Kick,Pass,,
2120,12:07.4,57,7,Croatia,Ivan Rakitić,From Free Kick,Ball Receipt*,103,,,,Ivan Rakitić,From Free Kick,Ball Receipt*,,
2121,12:07.4,57,7,Denmark,Simon Thorup Kjær,From Free Kick,Ball Recovery,103,,,,Simon Thorup Kjær,From Free Kick,Ball Recovery,,
2122,12:07.4,57,7,Denmark,Simon Thorup Kjær,From Free Kick,Carry,103,,,,Simon Thorup Kjær,From Free Kick,Carry,,
2123,12:08.6,57,8,Denmark,Simon Thorup Kjær,From Free Kick,Pass,103,,,,Simon Thorup Kjær,From Free Kick,Pass,,
2124,12:09.5,57,9,Denmark,Thomas Delaney,From Free Kick,Ball Receipt*,103,,,,Thomas Delaney,From Free Kick,Ball Receipt*,,
2125,12:09.5,57,9,Denmark,Thomas Delaney,From Free Kick,Carry,103,,,,Thomas Delaney,From Free Kick,Carry,,
2126,12:10.5,57,10,Croatia,Ivan Perišić,From Free Kick,Pressure,103,,,,Ivan Perišić,From Free Kick,Pressure,,
2127,12:11.0,57,10,Denmark,Thomas Delaney,From Free Kick,Pass,103,,,,Thomas Delaney,From Free Kick,Pass,,
2128,12:12.4,57,12,Croatia,Ivan Perišić,From Free Kick,Pressure,103,,,,Ivan Perišić,From Free Kick,Pressure,,
2129,12:13.0,57,12,Denmark,Henrik Dalsgaard,From Free Kick,Ball Receipt*,103,,,,Henrik Dalsgaard,From Free Kick,Ball Receipt*,,
