index,timestamp,minute,second,team,player,play_pattern,type,possession,shot_type,,,player,play_pattern,type,combination,Area on the pitch 
199,06:20.2,6,20,Croatia,Ivan Strinić,From Free Kick,Ball Receipt*,10,,,,Ivan Strinić,From Free Kick,Ball Receipt*,,
200,06:20.2,6,20,Croatia,Ivan Strinić,From Free Kick,Carry,10,,,,Ivan Strinić,From Free Kick,Carry,,
201,06:21.5,6,21,Croatia,Ivan Strinić,From Free Kick,Pass,10,,,,Ivan Strinić,From Free Kick,Pass,,
202,06:22.8,6,22,Croatia,Ivan Rakitić,From Free Kick,Ball Receipt*,10,,,,Ivan Rakitić,From Free Kick,Ball Receipt*,,
203,06:22.8,6,22,Croatia,Ivan Rakitić,From Free Kick,Carry,10,,,,Ivan Rakitić,From Free Kick,Carry,,
204,06:24.1,6,24,Croatia,Ivan Rakitić,From Free Kick,Pass,10,,,,Ivan Rakitić,From Free Kick,Pass,,
205,06:28.1,6,28,Croatia,Mario Mandžukić,From Free Kick,Ball Receipt*,10,,,,Mario Mandžukić,From Free Kick,Ball Receipt*,,
206,06:28.1,6,28,Denmark,Kasper Schmeichel,Regular Play,Ball Recovery,11,,,,Kasper Schmeichel,Regular Play,Ball Recovery,,
207,06:41.1,6,41,Denmark,,Regular Play,Camera off,11,,,,,Regular Play,Camera off,,
208,06:47.2,6,47,Denmark,,Regular Play,Camera On,12,,,,,Regular Play,Camera On,,
209,06:47.5,6,47,Denmark,Yussuf Yurary Poulsen,Regular Play,Pass,12,,,,Yussuf Yurary Poulsen,Regular Play,Pass,,
210,06:49.7,6,49,Croatia,Domagoj Vida,Regular Play,Pressure,12,,,,Domagoj Vida,Regular Play,Pressure,,
211,06:50.0,6,49,Denmark,Andreas Evald Cornelius,Regular Play,Ball Receipt*,12,,,,Andreas Evald Cornelius,Regular Play,Ball Receipt*,,
212,06:50.0,6,49,Denmark,Andreas Evald Cornelius,Regular Play,Carry,12,,,,Andreas Evald Cornelius,Regular Play,Carry,,
213,06:51.8,6,51,Croatia,Ivan Strinić,Regular Play,Pressure,12,,,,Ivan Strinić,Regular Play,Pressure,,
214,06:54.6,6,54,Denmark,Andreas Evald Cornelius,Regular Play,Pass,12,,,,Andreas Evald Cornelius,Regular Play,Pass,,
215,07:29.9,7,29,Croatia,Danijel Subašić,From Goal Kick,Pass,13,,,,Danijel Subašić,From Goal Kick,Pass,,
216,07:33.9,7,33,Croatia,Ante Rebić,From Goal Kick,Duel,13,,,,Ante Rebić,From Goal Kick,Duel,,
217,07:33.9,7,33,Denmark,Jonas Knudsen,From Goal Kick,Pass,13,,,,Jonas Knudsen,From Goal Kick,Pass,,
218,07:36.2,7,36,Croatia,Šime Vrsaljko,From Goal Kick,Ball Recovery,13,,,,Šime Vrsaljko,From Goal Kick,Ball Recovery,,
219,07:36.2,7,36,Croatia,Šime Vrsaljko,From Goal Kick,Carry,13,,,,Šime Vrsaljko,From Goal Kick,Carry,,
220,07:37.5,7,37,Croatia,Šime Vrsaljko,From Goal Kick,Pass,13,,,,Šime Vrsaljko,From Goal Kick,Pass,,
221,07:38.7,7,38,Denmark,Andreas Evald Cornelius,From Goal Kick,Pressure,13,,,,Andreas Evald Cornelius,From Goal Kick,Pressure,,
222,07:38.8,7,38,Croatia,Dejan Lovren,From Goal Kick,Ball Receipt*,13,,,,Dejan Lovren,From Goal Kick,Ball Receipt*,,
223,07:38.8,7,38,Croatia,Dejan Lovren,From Goal Kick,Carry,13,,,,Dejan Lovren,From Goal Kick,Carry,,
224,07:39.7,7,39,Croatia,Dejan Lovren,From Goal Kick,Pass,13,,,,Dejan Lovren,From Goal Kick,Pass,,
225,07:40.9,7,40,Croatia,Domagoj Vida,From Goal Kick,Ball Receipt*,13,,,,Domagoj Vida,From Goal Kick,Ball Receipt*,,
226,07:40.9,7,40,Croatia,Domagoj Vida,From Goal Kick,Carry,13,,,,Domagoj Vida,From Goal Kick,Carry,,
227,07:41.8,7,41,Croatia,Domagoj Vida,From Goal Kick,Pass,13,,,,Domagoj Vida,From Goal Kick,Pass,,
228,07:42.7,7,42,Croatia,Ivan Rakitić,From Goal Kick,Ball Receipt*,13,,,,Ivan Rakitić,From Goal Kick,Ball Receipt*,,
229,07:42.7,7,42,Croatia,Ivan Rakitić,From Goal Kick,Carry,13,,,,Ivan Rakitić,From Goal Kick,Carry,,
230,07:45.6,7,45,Croatia,Ivan Rakitić,From Goal Kick,Pass,13,,,,Ivan Rakitić,From Goal Kick,Pass,,
231,07:45.8,7,45,Denmark,Christian Dannemann Eriksen,From Goal Kick,Pressure,13,,,,Christian Dannemann Eriksen,From Goal Kick,Pressure,,
232,07:46.3,7,46,Croatia,Marcelo Brozović,From Goal Kick,Ball Receipt*,13,,,,Marcelo Brozović,From Goal Kick,Ball Receipt*,,
233,07:46.3,7,46,Croatia,Marcelo Brozović,From Goal Kick,Carry,13,,,,Marcelo Brozović,From Goal Kick,Carry,,
234,07:47.4,7,47,Croatia,Marcelo Brozović,From Goal Kick,Pass,13,,,,Marcelo Brozović,From Goal Kick,Pass,,
235,07:48.3,7,48,Croatia,Luka Modrić,From Goal Kick,Ball Receipt*,13,,,,Luka Modrić,From Goal Kick,Ball Receipt*,,
236,07:48.3,7,48,Croatia,Luka Modrić,From Goal Kick,Carry,13,,,,Luka Modrić,From Goal Kick,Carry,,
237,07:49.8,7,49,Croatia,Luka Modrić,From Goal Kick,Pass,13,,,,Luka Modrić,From Goal Kick,Pass,,
238,07:51.1,7,51,Croatia,Šime Vrsaljko,From Goal Kick,Ball Receipt*,13,,,,Šime Vrsaljko,From Goal Kick,Ball Receipt*,,
239,07:51.1,7,51,Croatia,Šime Vrsaljko,From Goal Kick,Carry,13,,,,Šime Vrsaljko,From Goal Kick,Carry,,
240,07:54.0,7,53,Croatia,Šime Vrsaljko,From Goal Kick,Pass,13,,,,Šime Vrsaljko,From Goal Kick,Pass,,
241,07:55.6,7,55,Croatia,Dejan Lovren,From Goal Kick,Ball Receipt*,13,,,,Dejan Lovren,From Goal Kick,Ball Receipt*,,
242,07:55.6,7,55,Croatia,Dejan Lovren,From Goal Kick,Carry,13,,,,Dejan Lovren,From Goal Kick,Carry,,
243,07:56.8,7,56,Croatia,Dejan Lovren,From Goal Kick,Pass,13,,,,Dejan Lovren,From Goal Kick,Pass,,
244,07:58.5,7,58,Croatia,Domagoj Vida,From Goal Kick,Ball Receipt*,13,,,,Domagoj Vida,From Goal Kick,Ball Receipt*,,
245,07:58.5,7,58,Croatia,Domagoj Vida,From Goal Kick,Carry,13,,,,Domagoj Vida,From Goal Kick,Carry,,
246,08:01.8,8,1,Croatia,Domagoj Vida,From Goal Kick,Pass,13,,,,Domagoj Vida,From Goal Kick,Pass,,
247,08:22.6,8,22,Croatia,Domagoj Vida,From Goal Kick,Clearance,13,,,,Domagoj Vida,From Goal Kick,Clearance,,
248,08:55.4,8,55,Denmark,Jonas Knudsen,From Throw In,Pass,14,,,,Jonas Knudsen,From Throw In,Pass,,
249,08:57.2,8,57,Croatia,Ante Rebić,From Throw In,Clearance,14,,,,Ante Rebić,From Throw In,Clearance,,
250,09:00.5,9,0,Denmark,Henrik Dalsgaard,From Throw In,Ball Recovery,14,,,,Henrik Dalsgaard,From Throw In,Ball Recovery,,
251,09:00.5,9,0,Denmark,Henrik Dalsgaard,From Throw In,Carry,14,,,,Henrik Dalsgaard,From Throw In,Carry,,
252,09:01.1,9,1,Croatia,Luka Modrić,From Throw In,Pressure,14,,,,Luka Modrić,From Throw In,Pressure,,
253,09:02.0,9,2,Denmark,Henrik Dalsgaard,From Throw In,Pass,14,,,,Henrik Dalsgaard,From Throw In,Pass,,
254,09:04.3,9,4,Denmark,Kasper Schmeichel,From Throw In,Ball Receipt*,14,,,,Kasper Schmeichel,From Throw In,Ball Receipt*,,
255,09:04.3,9,4,Denmark,Kasper Schmeichel,From Throw In,Carry,14,,,,Kasper Schmeichel,From Throw In,Carry,,
256,09:08.8,9,8,Denmark,Kasper Schmeichel,From Throw In,Pass,14,,,,Kasper Schmeichel,From Throw In,Pass,,
257,09:11.7,9,11,Denmark,Yussuf Yurary Poulsen,From Throw In,Ball Receipt*,14,,,,Yussuf Yurary Poulsen,From Throw In,Ball Receipt*,,
258,09:11.7,9,11,Denmark,Yussuf Yurary Poulsen,From Throw In,Pass,14,,,,Yussuf Yurary Poulsen,From Throw In,Pass,,
259,09:11.7,9,11,Croatia,Ivan Strinić,From Throw In,Duel,14,,,,Ivan Strinić,From Throw In,Duel,,
260,09:13.8,9,13,Denmark,Andreas Evald Cornelius,From Throw In,Ball Receipt*,14,,,,Andreas Evald Cornelius,From Throw In,Ball Receipt*,,
261,09:13.8,9,13,Croatia,Domagoj Vida,From Counter,Pass,15,,,,Domagoj Vida,From Counter,Pass,,
262,09:14.5,9,14,Croatia,Marcelo Brozović,From Counter,Ball Receipt*,15,,,,Marcelo Brozović,From Counter,Ball Receipt*,,
263,09:14.5,9,14,Croatia,Marcelo Brozović,From Counter,Carry,15,,,,Marcelo Brozović,From Counter,Carry,,
264,09:14.6,9,14,Denmark,Christian Dannemann Eriksen,From Counter,Pressure,15,,,,Christian Dannemann Eriksen,From Counter,Pressure,,
265,09:15.0,9,15,Croatia,Marcelo Brozović,From Counter,Pass,15,,,,Marcelo Brozović,From Counter,Pass,,
266,09:15.9,9,15,Croatia,Ivan Rakitić,From Counter,Ball Receipt*,15,,,,Ivan Rakitić,From Counter,Ball Receipt*,,
267,09:15.9,9,15,Croatia,Ivan Rakitić,From Counter,Carry,15,,,,Ivan Rakitić,From Counter,Carry,,
268,09:17.4,9,17,Croatia,Ivan Rakitić,From Counter,Pass,15,,,,Ivan Rakitić,From Counter,Pass,,
269,09:18.4,9,18,Croatia,Luka Modrić,From Counter,Ball Receipt*,15,,,,Luka Modrić,From Counter,Ball Receipt*,,
270,09:18.4,9,18,Croatia,Luka Modrić,From Counter,Carry,15,,,,Luka Modrić,From Counter,Carry,,
271,09:20.4,9,20,Denmark,Thomas Delaney,From Counter,Foul Committed,15,,,,Thomas Delaney,From Counter,Foul Committed,,
272,09:20.4,9,20,Croatia,Luka Modrić,From Counter,Foul Won,15,,,,Luka Modrić,From Counter,Foul Won,,
273,09:34.0,9,34,Croatia,Marcelo Brozović,From Free Kick,Pass,16,,,,Marcelo Brozović,From Free Kick,Pass,,
274,09:36.5,9,36,Croatia,Ivan Rakitić,From Free Kick,Ball Receipt*,16,,,,Ivan Rakitić,From Free Kick,Ball Receipt*,,
275,09:36.5,9,36,Croatia,Ivan Rakitić,From Free Kick,Carry,16,,,,Ivan Rakitić,From Free Kick,Carry,,
276,09:37.8,9,37,Croatia,Ivan Rakitić,From Free Kick,Pass,16,,,,Ivan Rakitić,From Free Kick,Pass,,
277,09:38.8,9,38,Croatia,Marcelo Brozović,From Free Kick,Ball Receipt*,16,,,,Marcelo Brozović,From Free Kick,Ball Receipt*,,
278,09:38.8,9,38,Croatia,Marcelo Brozović,From Free Kick,Pass,16,,,,Marcelo Brozović,From Free Kick,Pass,,
279,09:39.2,9,39,Denmark,Christian Dannemann Eriksen,From Free Kick,Pressure,16,,,,Christian Dannemann Eriksen,From Free Kick,Pressure,,
280,09:39.6,9,39,Croatia,Luka Modrić,From Free Kick,Ball Receipt*,16,,,,Luka Modrić,From Free Kick,Ball Receipt*,,
281,09:39.6,9,39,Croatia,Luka Modrić,From Free Kick,Pass,16,,,,Luka Modrić,From Free Kick,Pass,,
282,09:40.4,9,40,Croatia,Marcelo Brozović,From Free Kick,Ball Receipt*,16,,,,Marcelo Brozović,From Free Kick,Ball Receipt*,,
283,09:40.4,9,40,Croatia,Marcelo Brozović,From Free Kick,Carry,16,,,,Marcelo Brozović,From Free Kick,Carry,,
284,09:43.0,9,43,Croatia,Marcelo Brozović,From Free Kick,Pass,16,,,,Marcelo Brozović,From Free Kick,Pass,,
285,09:45.0,9,45,Croatia,Dejan Lovren,From Free Kick,Ball Receipt*,16,,,,Dejan Lovren,From Free Kick,Ball Receipt*,,
286,09:45.0,9,45,Croatia,Dejan Lovren,From Free Kick,Carry,16,,,,Dejan Lovren,From Free Kick,Carry,,
287,09:49.4,9,49,Croatia,Dejan Lovren,From Free Kick,Pass,16,,,,Dejan Lovren,From Free Kick,Pass,,
288,09:50.6,9,50,Croatia,Šime Vrsaljko,From Free Kick,Ball Receipt*,16,,,,Šime Vrsaljko,From Free Kick,Ball Receipt*,,
289,09:50.6,9,50,Croatia,Šime Vrsaljko,From Free Kick,Carry,16,,,,Šime Vrsaljko,From Free Kick,Carry,,
290,09:50.7,9,50,Croatia,Šime Vrsaljko,From Free Kick,Pass,16,,,,Šime Vrsaljko,From Free Kick,Pass,,
291,09:51.6,9,51,Croatia,Mario Mandžukić,From Free Kick,Ball Receipt*,16,,,,Mario Mandžukić,From Free Kick,Ball Receipt*,,
292,09:51.6,9,51,Croatia,Mario Mandžukić,From Free Kick,Carry,16,,,,Mario Mandžukić,From Free Kick,Carry,,
293,09:53.0,9,52,Croatia,Mario Mandžukić,From Free Kick,Pass,16,,,,Mario Mandžukić,From Free Kick,Pass,,
294,09:53.3,9,53,Denmark,Jonas Knudsen,From Free Kick,Pressure,16,,,,Jonas Knudsen,From Free Kick,Pressure,,
295,09:54.2,9,54,Croatia,Luka Modrić,From Free Kick,Ball Receipt*,16,,,,Luka Modrić,From Free Kick,Ball Receipt*,,
296,09:54.2,9,54,Croatia,Luka Modrić,From Free Kick,Carry,16,,,,Luka Modrić,From Free Kick,Carry,,
297,09:57.6,9,57,Croatia,Luka Modrić,From Free Kick,Pass,16,,,,Luka Modrić,From Free Kick,Pass,,
298,09:58.9,9,58,Croatia,Mario Mandžukić,From Free Kick,Ball Receipt*,16,,,,Mario Mandžukić,From Free Kick,Ball Receipt*,,
299,09:58.9,9,58,Croatia,Mario Mandžukić,From Free Kick,Carry,16,,,,Mario Mandžukić,From Free Kick,Carry,,
300,10:00.9,10,0,Croatia,Mario Mandžukić,From Free Kick,Pass,16,,,,Mario Mandžukić,From Free Kick,Pass,,
301,10:01.5,10,1,Denmark,Martin Braithwaite Christensen,From Free Kick,Pressure,16,,,,Martin Braithwaite Christensen,From Free Kick,Pressure,,
302,10:02.0,10,2,Croatia,Luka Modrić,From Free Kick,Ball Receipt*,16,,,,Luka Modrić,From Free Kick,Ball Receipt*,,
303,10:02.0,10,2,Croatia,Luka Modrić,From Free Kick,Carry,16,,,,Luka Modrić,From Free Kick,Carry,,
304,10:02.6,10,2,Croatia,Luka Modrić,From Free Kick,Pass,16,,,,Luka Modrić,From Free Kick,Pass,,
305,10:04.4,10,4,Croatia,Dejan Lovren,From Free Kick,Ball Receipt*,16,,,,Dejan Lovren,From Free Kick,Ball Receipt*,,
306,10:04.4,10,4,Croatia,Dejan Lovren,From Free Kick,Carry,16,,,,Dejan Lovren,From Free Kick,Carry,,
307,10:05.3,10,5,Croatia,Dejan Lovren,From Free Kick,Pass,16,,,,Dejan Lovren,From Free Kick,Pass,,
308,10:06.9,10,6,Croatia,Domagoj Vida,From Free Kick,Ball Receipt*,16,,,,Domagoj Vida,From Free Kick,Ball Receipt*,,
309,10:06.9,10,6,Croatia,Domagoj Vida,From Free Kick,Carry,16,,,,Domagoj Vida,From Free Kick,Carry,,
310,10:08.2,10,8,Croatia,Domagoj Vida,From Free Kick,Pass,16,,,,Domagoj Vida,From Free Kick,Pass,,
311,10:09.3,10,9,Denmark,Yussuf Yurary Poulsen,From Free Kick,Pressure,16,,,,Yussuf Yurary Poulsen,From Free Kick,Pressure,,
312,10:09.4,10,9,Croatia,Ivan Strinić,From Free Kick,Ball Receipt*,16,,,,Ivan Strinić,From Free Kick,Ball Receipt*,,
313,10:09.4,10,9,Croatia,Ivan Strinić,From Free Kick,Carry,16,,,,Ivan Strinić,From Free Kick,Carry,,
314,10:11.4,10,11,Croatia,Ivan Strinić,From Free Kick,Pass,16,,,,Ivan Strinić,From Free Kick,Pass,,
315,10:13.1,10,13,Croatia,Domagoj Vida,From Free Kick,Ball Receipt*,16,,,,Domagoj Vida,From Free Kick,Ball Receipt*,,
316,10:13.1,10,13,Croatia,Domagoj Vida,From Free Kick,Carry,16,,,,Domagoj Vida,From Free Kick,Carry,,
317,10:14.3,10,14,Croatia,Domagoj Vida,From Free Kick,Pass,16,,,,Domagoj Vida,From Free Kick,Pass,,
318,10:15.2,10,15,Croatia,Marcelo Brozović,From Free Kick,Ball Receipt*,16,,,,Marcelo Brozović,From Free Kick,Ball Receipt*,,
319,10:15.2,10,15,Croatia,Marcelo Brozović,From Free Kick,Carry,16,,,,Marcelo Brozović,From Free Kick,Carry,,
320,10:16.9,10,16,Croatia,Marcelo Brozović,From Free Kick,Pass,16,,,,Marcelo Brozović,From Free Kick,Pass,,
321,10:18.1,10,18,Croatia,Luka Modrić,From Free Kick,Ball Receipt*,16,,,,Luka Modrić,From Free Kick,Ball Receipt*,,
322,10:18.1,10,18,Croatia,Luka Modrić,From Free Kick,Carry,16,,,,Luka Modrić,From Free Kick,Carry,,
323,10:19.6,10,19,Croatia,Luka Modrić,From Free Kick,Pass,16,,,,Luka Modrić,From Free Kick,Pass,,
324,10:21.0,10,20,Croatia,Šime Vrsaljko,From Free Kick,Ball Receipt*,16,,,,Šime Vrsaljko,From Free Kick,Ball Receipt*,,
325,10:21.0,10,20,Croatia,Šime Vrsaljko,From Free Kick,Carry,16,,,,Šime Vrsaljko,From Free Kick,Carry,,
326,10:23.8,10,23,Croatia,Šime Vrsaljko,From Free Kick,Pass,16,,,,Šime Vrsaljko,From Free Kick,Pass,,
327,10:24.6,10,24,Croatia,Ante Rebić,From Free Kick,Ball Receipt*,16,,,,Ante Rebić,From Free Kick,Ball Receipt*,,
328,10:24.6,10,24,Croatia,Ante Rebić,From Free Kick,Carry,16,,,,Ante Rebić,From Free Kick,Carry,,
329,10:24.9,10,24,Denmark,Mathias Jattah-Njie Jørgensen,From Free Kick,Foul Committed,16,,,,Mathias Jattah-Njie Jørgensen,From Free Kick,Foul Committed,,
330,10:24.9,10,24,Croatia,Ante Rebić,From Free Kick,Foul Won,16,,,,Ante Rebić,From Free Kick,Foul Won,,
331,11:34.4,11,34,Croatia,Ivan Perišić,From Free Kick,Shot,17,Free Kick,,,Ivan Perišić,From Free Kick,Shot,,
332,11:34.9,11,34,Denmark,Thomas Delaney,From Free Kick,Block,17,,,,Thomas Delaney,From Free Kick,Block,,
333,11:35.7,11,35,Denmark,Kasper Schmeichel,From Free Kick,Goal Keeper,17,,,,Kasper Schmeichel,From Free Kick,Goal Keeper,,
334,12:06.9,12,6,Croatia,Luka Modrić,From Corner,Pass,18,,,,Luka Modrić,From Corner,Pass,,
335,12:08.6,12,8,Croatia,Dejan Lovren,From Corner,Duel,18,,,,Dejan Lovren,From Corner,Duel,,
336,12:08.6,12,8,Denmark,Yussuf Yurary Poulsen,From Corner,Clearance,18,,,,Yussuf Yurary Poulsen,From Corner,Clearance,,
337,12:12.2,12,12,Croatia,Ivan Strinić,From Corner,Ball Recovery,18,,,,Ivan Strinić,From Corner,Ball Recovery,,
338,12:12.2,12,12,Croatia,Ivan Strinić,From Corner,Carry,18,,,,Ivan Strinić,From Corner,Carry,,
339,12:13.6,12,13,Croatia,Ivan Strinić,From Corner,Pass,18,,,,Ivan Strinić,From Corner,Pass,,
340,12:15.0,12,14,Denmark,Thomas Delaney,From Corner,Clearance,18,,,,Thomas Delaney,From Corner,Clearance,,
341,12:30.6,12,30,Croatia,Ivan Strinić,From Throw In,Pass,19,,,,Ivan Strinić,From Throw In,Pass,,
342,12:32.3,12,32,Croatia,Ivan Rakitić,From Throw In,Ball Receipt*,19,,,,Ivan Rakitić,From Throw In,Ball Receipt*,,
343,12:32.3,12,32,Croatia,Ivan Rakitić,From Throw In,Carry,19,,,,Ivan Rakitić,From Throw In,Carry,,
344,12:34.0,12,34,Croatia,Ivan Rakitić,From Throw In,Pass,19,,,,Ivan Rakitić,From Throw In,Pass,,
345,12:35.0,12,35,Croatia,Marcelo Brozović,From Throw In,Ball Receipt*,19,,,,Marcelo Brozović,From Throw In,Ball Receipt*,,
346,12:35.0,12,35,Croatia,Marcelo Brozović,From Throw In,Carry,19,,,,Marcelo Brozović,From Throw In,Carry,,
347,12:37.4,12,37,Croatia,Marcelo Brozović,From Throw In,Pass,19,,,,Marcelo Brozović,From Throw In,Pass,,
348,12:39.1,12,39,Croatia,Ivan Rakitić,From Throw In,Ball Receipt*,19,,,,Ivan Rakitić,From Throw In,Ball Receipt*,,
349,12:39.1,12,39,Croatia,Ivan Rakitić,From Throw In,Carry,19,,,,Ivan Rakitić,From Throw In,Carry,,
350,12:39.5,12,39,Denmark,Christian Dannemann Eriksen,From Throw In,Pressure,19,,,,Christian Dannemann Eriksen,From Throw In,Pressure,,
351,12:40.2,12,40,Croatia,Ivan Rakitić,From Throw In,Pass,19,,,,Ivan Rakitić,From Throw In,Pass,,
352,12:43.4,12,43,Croatia,Šime Vrsaljko,From Throw In,Ball Receipt*,19,,,,Šime Vrsaljko,From Throw In,Ball Receipt*,,
353,12:43.4,12,43,Croatia,Šime Vrsaljko,From Throw In,Carry,19,,,,Šime Vrsaljko,From Throw In,Carry,,
354,12:43.4,12,43,Croatia,Šime Vrsaljko,From Throw In,Pass,19,,,,Šime Vrsaljko,From Throw In,Pass,,
355,12:45.3,12,45,Croatia,Luka Modrić,From Throw In,Ball Receipt*,19,,,,Luka Modrić,From Throw In,Ball Receipt*,,
356,12:45.3,12,45,Croatia,Luka Modrić,From Throw In,Carry,19,,,,Luka Modrić,From Throw In,Carry,,
357,12:45.7,12,45,Denmark,Martin Braithwaite Christensen,From Throw In,Pressure,19,,,,Martin Braithwaite Christensen,From Throw In,Pressure,,
358,12:46.8,12,46,Croatia,Luka Modrić,From Throw In,Pass,19,,,,Luka Modrić,From Throw In,Pass,,
359,12:47.7,12,47,Denmark,Thomas Delaney,From Throw In,Pressure,19,,,,Thomas Delaney,From Throw In,Pressure,,
360,12:48.2,12,48,Croatia,Ante Rebić,From Throw In,Ball Receipt*,19,,,,Ante Rebić,From Throw In,Ball Receipt*,,
361,12:48.2,12,48,Croatia,Ante Rebić,From Throw In,Carry,19,,,,Ante Rebić,From Throw In,Carry,,
362,12:49.2,12,49,Croatia,Ante Rebić,From Throw In,Pass,19,,,,Ante Rebić,From Throw In,Pass,,
363,12:52.2,12,52,Croatia,Ivan Perišić,From Throw In,Pressure,19,,,,Ivan Perišić,From Throw In,Pressure,,
364,12:53.2,12,53,Denmark,Yussuf Yurary Poulsen,Regular Play,Ball Recovery,20,,,,Yussuf Yurary Poulsen,Regular Play,Ball Recovery,,
365,12:53.2,12,53,Denmark,Yussuf Yurary Poulsen,Regular Play,Carry,20,,,,Yussuf Yurary Poulsen,Regular Play,Carry,,
366,12:54.8,12,54,Denmark,Yussuf Yurary Poulsen,Regular Play,Dribble,20,,,,Yussuf Yurary Poulsen,Regular Play,Dribble,,
367,12:54.8,12,54,Croatia,Ivan Strinić,Regular Play,Duel,20,,,,Ivan Strinić,Regular Play,Duel,,
368,13:10.1,13,10,Denmark,Henrik Dalsgaard,From Throw In,Pass,21,,,,Henrik Dalsgaard,From Throw In,Pass,,
369,13:12.1,13,12,Denmark,Andreas Evald Cornelius,From Throw In,Ball Receipt*,21,,,,Andreas Evald Cornelius,From Throw In,Ball Receipt*,,
370,13:12.1,13,12,Croatia,Domagoj Vida,From Throw In,Pass,21,,,,Domagoj Vida,From Throw In,Pass,,
371,13:13.7,13,13,Croatia,Ivan Rakitić,From Throw In,Ball Receipt*,21,,,,Ivan Rakitić,From Throw In,Ball Receipt*,,
372,13:13.7,13,13,Denmark,Christian Dannemann Eriksen,From Throw In,Pass,21,,,,Christian Dannemann Eriksen,From Throw In,Pass,,
373,13:14.5,13,14,Croatia,Ivan Rakitić,From Throw In,Pressure,21,,,,Ivan Rakitić,From Throw In,Pressure,,
374,13:14.8,13,14,Denmark,Thomas Delaney,From Throw In,Ball Receipt*,21,,,,Thomas Delaney,From Throw In,Ball Receipt*,,
375,13:14.8,13,14,Denmark,Thomas Delaney,From Throw In,Carry,21,,,,Thomas Delaney,From Throw In,Carry,,
376,13:14.8,13,14,Denmark,Thomas Delaney,From Throw In,Pass,21,,,,Thomas Delaney,From Throw In,Pass,,
377,13:15.1,13,15,Croatia,Mario Mandžukić,From Throw In,Pressure,21,,,,Mario Mandžukić,From Throw In,Pressure,,
378,13:15.5,13,15,Denmark,Andreas Christensen,From Throw In,Ball Receipt*,21,,,,Andreas Christensen,From Throw In,Ball Receipt*,,
379,13:15.5,13,15,Denmark,Andreas Christensen,From Throw In,Pass,21,,,,Andreas Christensen,From Throw In,Pass,,
380,13:16.7,13,16,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,21,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,,
381,13:16.7,13,16,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,21,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,,
382,13:18.6,13,18,Denmark,Kasper Schmeichel,From Throw In,Ball Receipt*,21,,,,Kasper Schmeichel,From Throw In,Ball Receipt*,,
383,13:18.6,13,18,Denmark,Kasper Schmeichel,From Throw In,Carry,21,,,,Kasper Schmeichel,From Throw In,Carry,,
384,13:20.6,13,20,Croatia,Mario Mandžukić,From Throw In,Pressure,21,,,,Mario Mandžukić,From Throw In,Pressure,,
385,13:21.4,13,21,Denmark,Kasper Schmeichel,From Throw In,Pass,21,,,,Kasper Schmeichel,From Throw In,Pass,,
386,13:24.4,13,24,Denmark,Martin Braithwaite Christensen,From Throw In,Ball Receipt*,21,,,,Martin Braithwaite Christensen,From Throw In,Ball Receipt*,,
387,13:24.4,13,24,Croatia,Dejan Lovren,Regular Play,Pass,22,,,,Dejan Lovren,Regular Play,Pass,,
388,13:26.7,13,26,Croatia,Danijel Subašić,Regular Play,Ball Receipt*,22,,,,Danijel Subašić,Regular Play,Ball Receipt*,,
389,13:26.7,13,26,Croatia,Danijel Subašić,Regular Play,Carry,22,,,,Danijel Subašić,Regular Play,Carry,,
390,13:29.5,13,29,Croatia,Danijel Subašić,Regular Play,Pass,22,,,,Danijel Subašić,Regular Play,Pass,,
391,13:30.7,13,30,Croatia,Dejan Lovren,Regular Play,Ball Receipt*,22,,,,Dejan Lovren,Regular Play,Ball Receipt*,,
392,13:30.7,13,30,Croatia,Dejan Lovren,Regular Play,Carry,22,,,,Dejan Lovren,Regular Play,Carry,,
393,13:33.8,13,33,Croatia,Dejan Lovren,Regular Play,Pass,22,,,,Dejan Lovren,Regular Play,Pass,,
394,13:35.5,13,35,Croatia,Domagoj Vida,Regular Play,Ball Receipt*,22,,,,Domagoj Vida,Regular Play,Ball Receipt*,,
395,13:35.5,13,35,Croatia,Domagoj Vida,Regular Play,Carry,22,,,,Domagoj Vida,Regular Play,Carry,,
396,13:36.8,13,36,Croatia,Domagoj Vida,Regular Play,Pass,22,,,,Domagoj Vida,Regular Play,Pass,,
397,13:38.0,13,38,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,22,,,,Ivan Rakitić,Regular Play,Ball Receipt*,,
398,13:38.0,13,38,Croatia,Ivan Rakitić,Regular Play,Carry,22,,,,Ivan Rakitić,Regular Play,Carry,,
399,13:38.8,13,38,Croatia,Ivan Rakitić,Regular Play,Pass,22,,,,Ivan Rakitić,Regular Play,Pass,,
